plf;numero;impot;perimetre;libelle;finalite;creation;modification;fin_fait_generateur;fin_incidence;beneficiaires;fiabilite;norme;methode;reference;mission;changement_methode;regime;page_source
2022;800215;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif réduit pour le B100, carburant diesel synthétisé à partir d'acides gras;;2017;2017;non borné;non bornée;Non déterminé;Bonne;Absence de tarif réduit;Reconstitution de base taxable à partir de données autres que fiscales;code des douanes 265-1 tableau B 1°;;;C;92
2023;800215;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif particulier pour le B100, carburant diesel synthétisé à partir d'acides gras;;2017;2017;non borné;non bornée;Non déterminé;Bonne;Absence de tarif particulier;Reconstitution de base taxable à partir de données autres que fiscales;code des douanes 265-1 tableau B 1° (abrogé) - CIBS L. 312-79 et L. 312-81;Écologie, développement et mobilité durables/ P174 Énergie, climat et après-mines;;C;92
2024;800215;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif particulier pour le B100, carburant diesel synthétisé à partir d'acides gras;;2017;2017;non borné;non bornée;Non déterminé;Bonne;Absence de tarif particulier;Reconstitution de base taxable à partir de données autres que fiscales;code des impositions sur les biens et les services L. 312-79 et L. 312-81;Écologie, développement et mobilité durables/ P174 Énergie, climat et après-mines;;C;92
2025;800215;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif particulier pour le B100, carburant diesel synthétisé à partir d'acides gras;;2017;2017;non borné;non bornée;Non déterminé;Bonne;Absence de tarif particulier;Reconstitution de base taxable à partir de données autres que fiscales;code des impositions sur les biens et les services L. 312-79 et L. 312-81;Écologie, développement et mobilité durables/ P174 Énergie, climat et après-mines;;C;92
2019;800216;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif réduit de taxe intérieure sur la consommation pour l'E85, carburant essence comprenan entre 65 % et 85 % d'éthanol;;2017;2017;;;(nombre non déterminé) entreprises et ménages;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;265-1-tableau B-1° ÉNERGÉTIQUES Taxe intérieure de consommation sur les produits énergétiques                        2017     2018       2019 N° de la mesure                                                            Mesure;Écologie, développement et mobilité durables / Énergie, climat et après-mines (P174);;B;164
2020;800216;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif réduit de taxe intérieure sur la consommation pour l'E85, carburant essence comprenant entre 65 % et 85 % d'éthanol;;2017;2017;non borné;non bornée;Non déterminé;Bonne;Absence de tarif réduit;Reconstitution de base taxable à partir de données déclaratives fiscales;"code des douanes ""Non codifié"" 265-1-tableau B-1°";Écologie, développement et mobilité durables/ P174 Énergie, climat et après-mines;;C;
2021;800216;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif réduit pour l'E85, carburant essence comprenant entre 65 % et 85 % d'éthanol;;2017;2017;non borné;non bornée;Non déterminé;Bonne;Absence de tarif réduit;Reconstitution de base taxable à partir de données déclaratives fiscales;code des douanes 265-1-tableau B-1°;;;C;92
2022;800216;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif réduit pour l'E85, carburant essence comprenant entre 65 % et 85 % d'éthanol;;2017;2017;non borné;non bornée;Non déterminé;Bonne;Absence de tarif réduit;Reconstitution de base taxable à partir de données déclaratives fiscales;code des douanes 265-1-tableau B-1°;;;C;92
2023;800216;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif particulier pour le superéthanol E85, carburant essence comprenant au moins 65 % d'éthanol;;2017;2017;non borné;non bornée;Non déterminé;Bonne;Absence de tarif particulier;Reconstitution de base taxable à partir de données déclaratives fiscales;code des douanes 265-1-tableau B-1° (abrogé) - CIBS L. 312-79 et L. 312-84;Écologie, développement et mobilité durables/ P174 Énergie, climat et après-mines;;C;92
2024;800216;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif particulier pour le superéthanol E85, carburant essence comprenant au moins 65 % d'éthanol;;2017;2017;non borné;non bornée;Non déterminé;Bonne;Absence de tarif particulier;Reconstitution de base taxable à partir de données déclaratives fiscales;code des impositions sur les biens et les services L. 312-79 et L. 312-84;Écologie, développement et mobilité durables/ P174 Énergie, climat et après-mines;;C;92
2025;800216;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif particulier pour le superéthanol E85, carburant essence comprenant au moins 65 % d'éthanol;;2017;2017;non borné;non bornée;Non déterminé;Bonne;Absence de tarif particulier;Reconstitution de base taxable à partir de données déclaratives fiscales;code des impositions sur les biens et les services L. 312-79 et L. 312-84;Écologie, développement et mobilité durables/ P174 Énergie, climat et après-mines;;C;92
2019;800217;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif réduit de taxe intérieure de consommation du gaz naturel utilisé dans les véhicules routiers (GNV);;2017;2017;dépense fiscale non-bornée;dépense fiscale non-bornée;0 entreprises;;;;265 -1 - tableau B 1° (indice 36);Écologie, développement et mobilité durables / Infrastructures et services de transports (P203);;B;166
2020;800217;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif réduit de taxe intérieure de consommation du gaz naturel utilisé dans les véhicules routiers (GNV);;2017;2017;non borné;non bornée;Non déterminé;;Absence de tarif réduit;;code général des impôts 265 -1 - tableau B 1° (indice 36);Écologie, développement et mobilité durables/ P203 Infrastructures et services de transports;;C;
2019;800218;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Taux réduit de taxe intérieure de consommation en faveur des agriculteurs sur le gazole acquis utilisé comme carburant pour les moteurs ou véhicules utilisés pour les travaux agricoles ou forestiers;;2018;2018;dépense fiscale non-bornée;dépense fiscale non-bornée;0 entreprises;;;;Détaxe;Agriculture, alimentation, forêt et affaires rurales / Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture (P149);;B;166
2020;800219;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif réduit pour le gaz naturel consommé pour déshydrater les légumes et plantes aromatiques, autres que les pommes de terres, les champignons et les truffes, par les entreprises pour lesquelles cette consommation est supérieure à 800 wattheures par euro de valeur ajoutée;;2020;;non borné;non bornée;;Ordre de grandeur;Absence de tarif réduit;Reconstitution de base taxable à partir de données autres que fiscales;"code des douanes ""Non codifié"" 266 quinquies 8 c";Agriculture, alimentation, forêt et affaires rurales/ P149 Compétitivité et durabilité de l'agriculture, de;;C;
2021;800220;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif réduit (remboursement) pour les carburants utilisés par les taxis;Aider le secteur des taxis;1982;2007;non borné;non bornée;27 577 Entreprises;Bonne;Absence de remboursement;Reconstitution de base taxable à partir de données autres que fiscales;code des douanes 265 sexies;;;C;92
2022;800220;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif réduit (remboursement) pour les carburants utilisés par les taxis;Aider le secteur des taxis;1982;2007;non borné;non bornée;30 131 Entreprises;Bonne;Absence de remboursement;Reconstitution de base taxable à partir de données autres que fiscales;code des douanes 265 sexies;;;C;92
2023;800220;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif réduit (remboursement) pour les carburants utilisés par les taxis;Aider le secteur des taxis;1982;2007;non borné;non bornée;27 929 Entreprises;Bonne;Absence de tarif réduit;Reconstitution de base taxable à partir de données autres que fiscales;code des douanes 265 sexies (abrogé) - CIBS L. 312-48 et L. 312-52;Écologie, développement et mobilité durables/ P203 Infrastructures et services de transports;;C;92
2024;800220;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif réduit (remboursement) pour les carburants utilisés par les taxis;Aider le secteur des taxis;1982;2007;non borné;non bornée;30 348 Entreprises;Bonne;Absence de tarif réduit;Reconstitution de base taxable à partir de données autres que fiscales;code des impositions sur les biens et les services L. 312-48 et L. 312-52;Écologie, développement et mobilité durables/ P203 Infrastructures et services de transports;;C;92
2025;800220;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif réduit (remboursement) pour les carburants utilisés par les taxis;Aider le secteur des taxis;1982;2007;non borné;non bornée;28 717 Entreprises;Bonne;Absence de tarif réduit;Reconstitution de base taxable à partir de données autres que fiscales;code des impositions sur les biens et les services L. 312-48 et L. 312-52;Écologie, développement et mobilité durables/ P203 Infrastructures et services de transports;;C;92
2021;800221;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif réduit (remboursement) pour le gazole utilisé comme carburant par les véhicules routiers de transport de marchandises d'au moins 7,5 tonnes;Aider le secteur du transport routier;1999;2014;non borné;non bornée;27 676 Entreprises;Bonne;Absence de remboursement partiel de taxe intérieure de consommation;Reconstitution de base taxable à partir de données autres que fiscales;code des douanes 265 septies;Écologie, développement et mobilité durables/ P203 Infrastructures et services de transports;;C;92
